age,gender,primary_device,educational_to_recreational_ratio,health_impacts,urban_or_rural,age_group,usage_category,health_impact_level,daily_screen_time_min,screen_time_risk
11,Female,Smartphone,0.36,Anxiety,Urban,11-15 yrs,Mostly Recreational,High Risk,305,Excessive Usage
16,Male,Laptop,0.43,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,227,Excessive Usage
8,Male,Tv,0.41,None,Urban,5-10 yrs,Balanced,Moderate Risk,223,Excessive Usage
18,Female,Smartphone,0.46,None,Urban,16-20 yrs,Balanced,Moderate Risk,322,Excessive Usage
9,Male,Smartphone,0.53,None,Urban,5-10 yrs,Mostly Educational,Low Risk,432,Excessive Usage
11,Female,Smartphone,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,195,Excessive Usage
10,Male,Smartphone,0.45,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,259,Excessive Usage
8,Female,Tv,0.42,Eye Strain,Urban,5-10 yrs,Balanced,Moderate Risk,219,Excessive Usage
12,Female,Smartphone,0.35,Anxiety,Rural,11-15 yrs,Mostly Recreational,High Risk,327,Excessive Usage
14,Male,Laptop,0.45,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,199,Excessive Usage
9,Male,Smartphone,0.55,None,Rural,5-10 yrs,Mostly Educational,Low Risk,218,Excessive Usage
12,Female,Smartphone,0.42,Anxiety,Rural,11-15 yrs,Balanced,Moderate Risk,361,Excessive Usage
13,Male,Smartphone,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,333,Excessive Usage
18,Male,Smartphone,0.35,Eye Strain,Urban,16-20 yrs,Mostly Recreational,High Risk,237,Excessive Usage
14,Female,Tv,0.48,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,233,Excessive Usage
8,Male,Smartphone,0.46,"Poor Sleep, Anxiety",Rural,5-10 yrs,Balanced,Moderate Risk,487,Excessive Usage
14,Female,Smartphone,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,258,Excessive Usage
11,Female,Laptop,0.31,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,253,Excessive Usage
15,Female,Smartphone,0.34,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,368,Excessive Usage
11,Male,Smartphone,0.48,Eye Strain,Urban,11-15 yrs,Balanced,Moderate Risk,284,Excessive Usage
13,Male,Smartphone,0.44,"Poor Sleep, Anxiety, Obesity Risk",Rural,11-15 yrs,Balanced,Moderate Risk,260,Excessive Usage
16,Female,Tv,0.38,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,434,Excessive Usage
12,Male,Smartphone,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,392,Excessive Usage
11,Female,Smartphone,0.44,"Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,289,Excessive Usage
15,Male,Smartphone,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,418,Excessive Usage
16,Female,Laptop,0.41,None,Rural,16-20 yrs,Balanced,Moderate Risk,300,Excessive Usage
11,Male,Laptop,0.45,None,Rural,11-15 yrs,Balanced,Moderate Risk,155,Slightly Over Limit
10,Female,Tv,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,146,Slightly Over Limit
15,Female,Laptop,0.32,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,327,Excessive Usage
12,Female,Smartphone,0.48,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,299,Excessive Usage
9,Female,Tv,0.56,Eye Strain,Urban,5-10 yrs,Mostly Educational,Low Risk,190,Excessive Usage
17,Female,Smartphone,0.47,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Balanced,Moderate Risk,270,Excessive Usage
16,Male,Smartphone,0.44,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,301,Excessive Usage
10,Male,Tv,0.56,Eye Strain,Urban,5-10 yrs,Mostly Educational,Low Risk,223,Excessive Usage
9,Male,Tablet,0.53,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
8,Female,Smartphone,0.52,"Poor Sleep, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,374,Excessive Usage
15,Female,Laptop,0.45,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,317,Excessive Usage
18,Male,Laptop,0.41,None,Rural,16-20 yrs,Balanced,Moderate Risk,311,Excessive Usage
10,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,98,Slightly Over Limit
14,Male,Smartphone,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,214,Excessive Usage
8,Female,Tablet,0.54,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Mostly Educational,Low Risk,337,Excessive Usage
8,Male,Tablet,0.57,None,Rural,5-10 yrs,Mostly Educational,Low Risk,549,Excessive Usage
16,Male,Smartphone,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,285,Excessive Usage
15,Male,Smartphone,0.31,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,300,Excessive Usage
10,Male,Smartphone,0.52,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,394,Excessive Usage
13,Female,Tv,0.44,None,Urban,11-15 yrs,Balanced,Moderate Risk,466,Excessive Usage
18,Male,Laptop,0.49,None,Rural,16-20 yrs,Balanced,Moderate Risk,239,Excessive Usage
10,Female,Tv,0.49,"Poor Sleep, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,253,Excessive Usage
11,Male,Smartphone,0.49,None,Rural,11-15 yrs,Balanced,Moderate Risk,177,Slightly Over Limit
8,Female,Tablet,0.4,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,236,Excessive Usage
12,Female,Tv,0.46,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,380,Excessive Usage
8,Male,Tablet,0.58,None,Urban,5-10 yrs,Mostly Educational,Low Risk,74,Within Limit
8,Female,Tv,0.6,"Eye Strain, Anxiety",Urban,5-10 yrs,Mostly Educational,Low Risk,556,Excessive Usage
17,Female,Smartphone,0.39,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,328,Excessive Usage
18,Male,Smartphone,0.42,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,255,Excessive Usage
18,Male,Tablet,0.48,"Poor Sleep, Eye Strain",Rural,16-20 yrs,Balanced,Moderate Risk,229,Excessive Usage
14,Male,Smartphone,0.38,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,277,Excessive Usage
13,Male,Smartphone,0.46,None,Urban,11-15 yrs,Balanced,Moderate Risk,275,Excessive Usage
9,Female,Smartphone,0.57,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,266,Excessive Usage
18,Male,Laptop,0.32,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,212,Excessive Usage
9,Female,Tv,0.53,None,Rural,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
18,Male,Laptop,0.46,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Balanced,Moderate Risk,240,Excessive Usage
14,Male,Laptop,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,277,Excessive Usage
8,Female,Tv,0.42,None,Urban,5-10 yrs,Balanced,Moderate Risk,55,Within Limit
9,Male,Smartphone,0.4,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,512,Excessive Usage
15,Female,Tablet,0.49,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,213,Excessive Usage
13,Female,Smartphone,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,231,Excessive Usage
9,Female,Tablet,0.41,"Poor Sleep, Eye Strain",Urban,5-10 yrs,Balanced,Moderate Risk,259,Excessive Usage
14,Female,Laptop,0.46,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,313,Excessive Usage
11,Female,Smartphone,0.42,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,295,Excessive Usage
9,Male,Tv,0.54,"Poor Sleep, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,262,Excessive Usage
13,Female,Smartphone,0.41,"Eye Strain, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,380,Excessive Usage
18,Male,Tablet,0.42,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,379,Excessive Usage
16,Male,Tv,0.31,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,251,Excessive Usage
18,Male,Smartphone,0.3,Anxiety,Urban,16-20 yrs,Mostly Recreational,High Risk,211,Excessive Usage
16,Female,Smartphone,0.39,None,Urban,16-20 yrs,Mostly Recreational,High Risk,131,Within Limit
15,Female,Tv,0.48,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,191,Excessive Usage
10,Male,Tv,0.57,None,Urban,5-10 yrs,Mostly Educational,Low Risk,17,Within Limit
10,Female,Tv,0.46,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,214,Excessive Usage
9,Female,Tv,0.45,None,Urban,5-10 yrs,Balanced,Moderate Risk,97,Slightly Over Limit
12,Female,Smartphone,0.36,None,Rural,11-15 yrs,Mostly Recreational,High Risk,275,Excessive Usage
11,Female,Smartphone,0.49,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,286,Excessive Usage
14,Male,Smartphone,0.44,"Poor Sleep, Anxiety",Rural,11-15 yrs,Balanced,Moderate Risk,297,Excessive Usage
11,Male,Tv,0.41,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,279,Excessive Usage
16,Male,Laptop,0.35,"Poor Sleep, Eye Strain, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,227,Excessive Usage
9,Female,Smartphone,0.5,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,195,Excessive Usage
18,Male,Smartphone,0.31,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,265,Excessive Usage
13,Female,Smartphone,0.35,None,Urban,11-15 yrs,Mostly Recreational,High Risk,170,Slightly Over Limit
14,Female,Tablet,0.31,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,288,Excessive Usage
11,Male,Smartphone,0.38,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,305,Excessive Usage
13,Female,Smartphone,0.37,None,Urban,11-15 yrs,Mostly Recreational,High Risk,215,Excessive Usage
14,Female,Smartphone,0.4,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,393,Excessive Usage
11,Female,Laptop,0.43,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,258,Excessive Usage
15,Male,Smartphone,0.49,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,351,Excessive Usage
16,Female,Smartphone,0.45,"Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,275,Excessive Usage
8,Female,Smartphone,0.48,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,207,Excessive Usage
14,Male,Smartphone,0.39,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,442,Excessive Usage
16,Male,Tv,0.47,None,Rural,16-20 yrs,Balanced,Moderate Risk,298,Excessive Usage
17,Female,Smartphone,0.31,Anxiety,Urban,16-20 yrs,Mostly Recreational,High Risk,382,Excessive Usage
12,Female,Tv,0.47,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,374,Excessive Usage
9,Female,Smartphone,0.55,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,269,Excessive Usage
17,Male,Tv,0.37,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20 yrs,Mostly Recreational,High Risk,269,Excessive Usage
13,Female,Smartphone,0.36,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,234,Excessive Usage
14,Female,Laptop,0.41,None,Urban,11-15 yrs,Balanced,Moderate Risk,334,Excessive Usage
9,Female,Smartphone,0.49,"Poor Sleep, Anxiety",Urban,5-10 yrs,Balanced,Moderate Risk,412,Excessive Usage
9,Male,Smartphone,0.59,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,363,Excessive Usage
17,Female,Smartphone,0.42,Anxiety,Rural,16-20 yrs,Balanced,Moderate Risk,345,Excessive Usage
17,Female,Tv,0.46,None,Rural,16-20 yrs,Balanced,Moderate Risk,87,Within Limit
8,Male,Tablet,0.58,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,296,Excessive Usage
11,Female,Tv,0.37,None,Urban,11-15 yrs,Mostly Recreational,High Risk,295,Excessive Usage
14,Male,Tv,0.3,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,376,Excessive Usage
16,Female,Laptop,0.47,None,Urban,16-20 yrs,Balanced,Moderate Risk,323,Excessive Usage
10,Female,Tv,0.43,"Anxiety, Obesity Risk",Rural,5-10 yrs,Balanced,Moderate Risk,415,Excessive Usage
18,Male,Smartphone,0.33,"Poor Sleep, Eye Strain, Anxiety",Rural,16-20 yrs,Mostly Recreational,High Risk,202,Slightly Over Limit
14,Female,Tv,0.42,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,386,Excessive Usage
14,Female,Tv,0.34,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,346,Excessive Usage
14,Male,Smartphone,0.39,None,Urban,11-15 yrs,Mostly Recreational,High Risk,170,Slightly Over Limit
9,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
13,Female,Smartphone,0.39,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15 yrs,Mostly Recreational,High Risk,308,Excessive Usage
9,Male,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,83,Within Limit
13,Female,Smartphone,0.43,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,236,Excessive Usage
17,Female,Laptop,0.45,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20 yrs,Balanced,Moderate Risk,225,Excessive Usage
10,Male,Smartphone,0.48,None,Urban,5-10 yrs,Balanced,Moderate Risk,134,Slightly Over Limit
9,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,125,Slightly Over Limit
13,Female,Smartphone,0.33,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15 yrs,Mostly Recreational,High Risk,252,Excessive Usage
9,Female,Tv,0.43,None,Urban,5-10 yrs,Balanced,Moderate Risk,228,Excessive Usage
12,Female,Tv,0.42,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,187,Excessive Usage
9,Male,Tv,0.51,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,349,Excessive Usage
10,Female,Smartphone,0.55,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,235,Excessive Usage
10,Male,Tablet,0.44,None,Rural,5-10 yrs,Balanced,Moderate Risk,444,Excessive Usage
13,Male,Smartphone,0.37,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,343,Excessive Usage
13,Female,Smartphone,0.39,None,Rural,11-15 yrs,Mostly Recreational,High Risk,149,Slightly Over Limit
17,Female,Tv,0.41,None,Urban,16-20 yrs,Balanced,Moderate Risk,350,Excessive Usage
10,Male,Tablet,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
10,Female,Smartphone,0.4,None,Rural,5-10 yrs,Balanced,Moderate Risk,58,Within Limit
8,Female,Smartphone,0.44,None,Rural,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
14,Female,Smartphone,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,145,Slightly Over Limit
15,Male,Smartphone,0.39,None,Rural,11-15 yrs,Mostly Recreational,High Risk,293,Excessive Usage
9,Male,Tv,0.42,"Poor Sleep, Obesity Risk",Urban,5-10 yrs,Balanced,Moderate Risk,349,Excessive Usage
11,Male,Laptop,0.49,None,Urban,11-15 yrs,Balanced,Moderate Risk,165,Slightly Over Limit
17,Female,Tablet,0.4,None,Rural,16-20 yrs,Balanced,Moderate Risk,125,Within Limit
14,Male,Tablet,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,310,Excessive Usage
15,Male,Laptop,0.41,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,322,Excessive Usage
8,Male,Tablet,0.46,None,Urban,5-10 yrs,Balanced,Moderate Risk,14,Within Limit
11,Male,Tv,0.44,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,220,Excessive Usage
13,Male,Tv,0.37,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,239,Excessive Usage
10,Female,Tv,0.59,None,Urban,5-10 yrs,Mostly Educational,Low Risk,237,Excessive Usage
12,Male,Smartphone,0.46,None,Rural,11-15 yrs,Balanced,Moderate Risk,283,Excessive Usage
17,Female,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,251,Excessive Usage
16,Female,Smartphone,0.39,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,288,Excessive Usage
18,Male,Tv,0.34,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,396,Excessive Usage
10,Male,Tablet,0.57,None,Rural,5-10 yrs,Mostly Educational,Low Risk,0,Within Limit
12,Male,Laptop,0.46,Poor Sleep,Urban,11-15 yrs,Balanced,Moderate Risk,317,Excessive Usage
15,Female,Laptop,0.4,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,296,Excessive Usage
13,Female,Smartphone,0.43,None,Rural,11-15 yrs,Balanced,Moderate Risk,274,Excessive Usage
11,Female,Smartphone,0.38,None,Urban,11-15 yrs,Mostly Recreational,High Risk,184,Excessive Usage
15,Male,Smartphone,0.5,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15 yrs,Mostly Educational,Low Risk,280,Excessive Usage
18,Female,Smartphone,0.3,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,275,Excessive Usage
10,Female,Tv,0.44,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,271,Excessive Usage
10,Female,Tv,0.47,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,214,Excessive Usage
11,Male,Smartphone,0.34,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,244,Excessive Usage
16,Male,Smartphone,0.39,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,290,Excessive Usage
12,Male,Smartphone,0.3,None,Rural,11-15 yrs,Mostly Recreational,High Risk,178,Slightly Over Limit
15,Female,Tablet,0.35,None,Urban,11-15 yrs,Mostly Recreational,High Risk,172,Slightly Over Limit
13,Female,Smartphone,0.45,None,Urban,11-15 yrs,Balanced,Moderate Risk,302,Excessive Usage
10,Male,Tv,0.55,Eye Strain,Urban,5-10 yrs,Mostly Educational,Low Risk,433,Excessive Usage
15,Female,Smartphone,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,155,Slightly Over Limit
16,Female,Smartphone,0.37,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,424,Excessive Usage
15,Female,Smartphone,0.3,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,400,Excessive Usage
11,Male,Smartphone,0.38,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,232,Excessive Usage
18,Male,Tv,0.43,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,193,Slightly Over Limit
13,Male,Smartphone,0.45,"Poor Sleep, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,230,Excessive Usage
8,Female,Smartphone,0.53,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,181,Excessive Usage
11,Female,Laptop,0.45,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Balanced,Moderate Risk,296,Excessive Usage
15,Male,Laptop,0.42,"Poor Sleep, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,322,Excessive Usage
8,Male,Tv,0.58,None,Rural,5-10 yrs,Mostly Educational,Low Risk,690,Excessive Usage
10,Male,Tablet,0.55,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,430,Excessive Usage
8,Female,Tv,0.46,None,Rural,5-10 yrs,Balanced,Moderate Risk,24,Within Limit
16,Male,Tv,0.34,None,Urban,16-20 yrs,Mostly Recreational,High Risk,242,Excessive Usage
9,Female,Tv,0.55,"Poor Sleep, Anxiety",Rural,5-10 yrs,Mostly Educational,Low Risk,327,Excessive Usage
16,Female,Smartphone,0.35,"Anxiety, Obesity Risk",Rural,16-20 yrs,Mostly Recreational,High Risk,284,Excessive Usage
11,Female,Smartphone,0.37,None,Urban,11-15 yrs,Mostly Recreational,High Risk,265,Excessive Usage
9,Male,Smartphone,0.59,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,181,Excessive Usage
11,Female,Laptop,0.36,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,323,Excessive Usage
18,Female,Tv,0.36,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,196,Slightly Over Limit
18,Female,Tablet,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,251,Excessive Usage
17,Male,Smartphone,0.41,Poor Sleep,Rural,16-20 yrs,Balanced,Moderate Risk,220,Excessive Usage
13,Male,Smartphone,0.31,Obesity Risk,Urban,11-15 yrs,Mostly Recreational,High Risk,314,Excessive Usage
18,Female,Laptop,0.33,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,352,Excessive Usage
14,Male,Tv,0.45,"Eye Strain, Anxiety",Urban,11-15 yrs,Balanced,Moderate Risk,364,Excessive Usage
10,Female,Tv,0.47,Poor Sleep,Urban,5-10 yrs,Balanced,Moderate Risk,292,Excessive Usage
10,Female,Tablet,0.55,Poor Sleep,Rural,5-10 yrs,Mostly Educational,Low Risk,400,Excessive Usage
17,Female,Tv,0.38,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,330,Excessive Usage
15,Female,Laptop,0.31,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,268,Excessive Usage
12,Male,Laptop,0.39,"Poor Sleep, Anxiety",Urban,11-15 yrs,Mostly Recreational,High Risk,226,Excessive Usage
11,Female,Smartphone,0.49,None,Rural,11-15 yrs,Balanced,Moderate Risk,231,Excessive Usage
14,Male,Smartphone,0.31,Eye Strain,Urban,11-15 yrs,Mostly Recreational,High Risk,382,Excessive Usage
14,Male,Smartphone,0.47,Poor Sleep,Rural,11-15 yrs,Balanced,Moderate Risk,256,Excessive Usage
16,Female,Tablet,0.45,None,Urban,16-20 yrs,Balanced,Moderate Risk,112,Within Limit
16,Male,Tv,0.37,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,373,Excessive Usage
12,Male,Smartphone,0.32,Obesity Risk,Rural,11-15 yrs,Mostly Recreational,High Risk,301,Excessive Usage
15,Female,Smartphone,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15 yrs,Balanced,Moderate Risk,230,Excessive Usage
17,Male,Smartphone,0.4,Poor Sleep,Urban,16-20 yrs,Balanced,Moderate Risk,291,Excessive Usage
8,Male,Tv,0.54,None,Urban,5-10 yrs,Mostly Educational,Low Risk,95,Slightly Over Limit
16,Male,Smartphone,0.31,"Poor Sleep, Obesity Risk",Urban,16-20 yrs,Mostly Recreational,High Risk,193,Slightly Over Limit
15,Female,Tv,0.33,None,Rural,11-15 yrs,Mostly Recreational,High Risk,151,Slightly Over Limit
13,Female,Tablet,0.38,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Mostly Recreational,High Risk,370,Excessive Usage
10,Female,Tv,0.53,Poor Sleep,Urban,5-10 yrs,Mostly Educational,Low Risk,320,Excessive Usage
10,Male,Tv,0.48,Poor Sleep,Rural,5-10 yrs,Balanced,Moderate Risk,448,Excessive Usage
15,Male,Smartphone,0.47,None,Urban,11-15 yrs,Balanced,Moderate Risk,141,Slightly Over Limit
12,Male,Laptop,0.33,Obesity Risk,Urban,11-15 yrs,Mostly Recreational,High Risk,272,Excessive Usage
17,Female,Laptop,0.47,Eye Strain,Urban,16-20 yrs,Balanced,Moderate Risk,250,Excessive Usage
18,Male,Tablet,0.33,Poor Sleep,Rural,16-20 yrs,Mostly Recreational,High Risk,269,Excessive Usage
14,Male,Tablet,0.4,None,Urban,11-15 yrs,Balanced,Moderate Risk,280,Excessive Usage
12,Male,Tv,0.44,None,Urban,11-15 yrs,Balanced,Moderate Risk,112,Within Limit
15,Male,Smartphone,0.38,"Poor Sleep, Eye Strain",Urban,11-15 yrs,Mostly Recreational,High Risk,298,Excessive Usage
17,Male,Smartphone,0.33,Poor Sleep,Urban,16-20 yrs,Mostly Recreational,High Risk,358,Excessive Usage
17,Male,Smartphone,0.32,"Poor Sleep, Eye Strain",Urban,16-20 yrs,Mostly Recreational,High Risk,381,Excessive Usage
11,Male,Tablet,0.46,Anxiety,Urban,11-15 yrs,Balanced,Moderate Risk,336,Excessive Usage
9,Female,Tv,0.45,Anxiety,Urban,5-10 yrs,Balanced,Moderate Risk,457,Excessive Usage
10,Male,Tablet,0.42,None,Urban,5-10 yrs,Balanced,Moderate Risk,0,Within Limit
15,Female,Laptop,0.38,Poor Sleep,Urban,11-15 yrs,Mostly Recreational,High Risk,407,Excessive Usage
18,Male,Tv,0.46,None,Rural,16-20 yrs,Balanced,Moderate Risk,251,Excessive Usage
14,Male,Tv,0.44,"Poor Sleep, Eye Strain",Rural,11-15 yrs,Balanced,Moderate Risk,243,Excessive Usage
